paper_fig,benchmark_group,profile,source_csv,source_archive_or_run_id,source_row_id,config_file,config_hash,git_commit_if_available,host,os,cpu,seed,dataset,workload,scheme,variant,N,ops,query_ratio,update_ratio,budget,selectivity,timeout_s,metric_name,metric_value,metric_unit,metric_source,evaluator,auc_mode,is_paper_metric,notes
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row23,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row24,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row25,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row26,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row27,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row28,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row29,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row30,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row31,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row32,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row33,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row34,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row35,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row36,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row37,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row38,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row39,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row40,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row41,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row42,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row43,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row44,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row45,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row46,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row47,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row48,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row49,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row50,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row51,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row52,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row53,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row54,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row55,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row56,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
fig6_mechanism,fig_mechanism,paper_full,artifact_results_sp/raw/paper_full/fig6_mechanism/fig_mechanism_cell_load_touch_skew.csv,eval_full_sp,row57,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,,paper-full-sp,recorded by runner host,recorded by runner host,0,geolife_lat,real_temporal,PGM-Learned-Naive,,,,,,,,,real_cell_load,1025,count,mechanism CSV,mechanism,not_auc,true,
