scheme,dataset,units,top_k,region_precision_at_k,hotspot_precision_at_k,hotspot_log_precision_at_k,layout_class_precision_at_k,distinct_precision_at_k,region_auc,load_auc,layout_class_auc,hotspot_auc,hotspot_log_auc,log_growth_auc,maintenance_auc,log_correlation,log_truth_correlation,maintenance_correlation
PGM-Learned-GlobalPad,nyc_time-real_temporal-L50000-U1048576-B1024-T128,49,10,0.4,1.0,0.5,0.2,0.4,0.6141025641025641,0.6141025641025641,0.5,0.9871794871794872,0.5,0.5,0.5,0.0,0.0,0.0
