case,scheme,N,ops,U,B,theta,pad_pool,fanout_class,refresh_period,split_load_percent,merge_load_percent,dist,workload,variant,crypto,seed,query_ratio,selectivity,build_ms,avg_query_ms,avg_update_ms,logical_cells,active,server_bytes,lbc_boundary_count,lbc_prototype_count,lbc_repair_entries,lbc_avg_repair,lbc_desc_bytes,lbc_proto_bytes,lbc_full_bytes,lbc_log_bytes,lbc_raw_bitmap_bytes,lbc_compression_ratio,searches,updates,refreshes,splits,merges,touched_cells,fetched_objects,response_bytes,patch_bytes,refresh_bytes,guide_locates,guide_corrections,token_padding_refs,max_token_refs,max_fanout_class,log_refs,raw_log_length_exposures,max_visible_log_refs_per_cell,ordered_token_exposures,cert_capacity_class,cert_fanout_class,cert_log_class,cert_maintenance_class,cert_split_load_class,cert_merge_load_class,cert_desc_object_class,cert_proto_object_class,cert_patch_object_class,cert_full_object_class,refresh_class_events,split_class_events,merge_class_events,public_refresh_ticks,scheduled_refreshes,forced_log_refreshes,forced_capacity_splits,public_split_events,public_merge_events,cert_candidate_cells,cert_certified_cells,cert_capacity_overflow_splits,eval_cells,eval_top_k,eval_region_precision_at_k,eval_hotspot_precision_at_k,eval_log_profile_precision_at_k,eval_region_auc,eval_hotspot_auc,eval_log_growth_auc,eval_maintenance_auc,eval_log_length_correlation,eval_maintenance_correlation,eval_ambiguity_size,eval_normalized_ambiguity,eval_log_ambiguity_size,eval_normalized_log_ambiguity
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,2,0.8,0.01,34.079,14.4703,0.0319741,98,100012,3457024,0,0,0,0,0,0,0,0,0,0,805,194,3,0,0,8929,10176810,797037120,12416,73728,1804,44,9024969,12642,12642,1142912,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.3,1,0.15,0.517308,0.984615,0.5,0.512179,0,0.0313608,1.36735,0.0139525,98,1
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,0,0.8,0.01,27.9434,6.87925,0.198752,98,99986,805838,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,1541,16547,111710538,4662,0,0,0,0,87,87,15006,1541,44,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.25,1,0.9,0.5,0.991987,0.964423,0.5,0.99822,0,1.02041,0.0104123,31.7347,0.323823
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,1,0.8,0.01,27.8678,6.94566,0.254805,98,100010,805544,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,1566,16980,115504598,4368,0,0,0,0,90,90,15414,1566,48,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.3,1,0.85,0.560256,0.987179,0.919231,0.5,0.998283,0,1,0.0102041,33.7143,0.344023
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,2,0.8,0.01,27.8189,7.11144,0.21081,98,100012,805250,0,0,0,0,0,0,0,0,0,0,805,194,0,0,0,1587,16161,119221930,4074,0,0,0,0,76,76,14574,1587,37,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.25,1,0.95,0.509615,0.983974,0.978526,0.5,0.999092,0,1.04082,0.0106206,32.1224,0.32778
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,0,0.8,0.05,27.5941,15.9854,0.0245114,98,99986,805838,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,25066,52494,206166764,4662,0,1778,42,0,180,180,27428,25066,6,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.3,1,0.9,0.58141,0.991346,0.971474,0.5,0.978754,0,1.22449,0.0124948,18.1837,0.185548
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,1,0.8,0.05,27.5231,16.3769,0.0281552,98,100010,805544,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,26035,53571,214132788,4368,0,1792,47,0,177,177,27536,26035,6,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.35,1,0.95,0.559295,0.975962,0.975,0.5,0.98882,0,1,0.0102041,21.5306,0.2197
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,2,0.8,0.05,27.5253,16.3514,0.0276146,98,100012,805250,0,0,0,0,0,0,0,0,0,0,805,194,0,0,0,26521,52322,218077865,4074,0,1804,52,0,165,165,25801,26521,6,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.3,1,1,0.549359,0.984615,0.984615,0.5,0.99484,0,1.06122,0.0108288,21.4694,0.219075
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,0,0.8,0.05,492.872,24.0871,9.47693,172,99986,25410688,68091,1376,578552,8.49675,22556800,352256,44032,1409024,9260376,0.380114,778,222,35,25,0,41958,7371776,480146304,14208,12041472,1764,60514,1956122,16384,16384,5370624,0,128,0,1024,16,128,64,922,256,128,256,64,256,35,25,0,3,3,0,24,1,0,0,0,0,172,35,0.171429,1,0.342857,0.552138,0.986966,0.5,0.48926,0,0.0165919,2.36047,0.0137236,172,1
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,1,0.8,0.05,484.224,24.0433,8.37564,162,100010,23996416,68048,1296,583962,8.58162,21247488,331776,41472,1327104,9254528,0.403285,792,208,29,21,0,41381,7563776,492328832,13312,10056192,1802,49748,2222502,16384,16384,5296768,0,128,0,1024,16,128,64,922,256,128,256,64,256,29,21,0,3,3,0,20,1,0,0,0,0,162,33,0.181818,1,0.333333,0.538055,0.987785,0.5,0.493775,0,-0.053476,2.32099,0.0143271,162,1
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,2,0.8,0.05,481.183,23.9276,9.1899,160,100012,23711872,67805,1280,579794,8.5509,20983936,327680,40960,1310720,9221480,0.406891,805,194,31,20,0,40058,7710720,501483776,12416,10058368,1816,47768,2540064,16384,16384,5127424,0,128,0,1024,16,128,64,922,256,128,256,64,256,31,20,0,3,3,0,18,2,0,0,0,0,160,32,0.28125,1,0.25,0.601196,0.975586,0.503906,0.499268,0.0686285,0.132356,1.8,0.01125,158.012,0.987578
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,0,0.8,0.05,34.1285,27.4443,0.0279306,98,99986,3457024,0,0,0,0,0,0,0,0,0,0,778,222,3,0,0,25066,9835476,1038547584,14208,73728,1778,42,6601962,12642,12642,3208448,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.05,1,0.2,0.488141,0.991346,0.5,0.480769,0,-0.156335,1.97959,0.0201999,98,1
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,1,0.8,0.05,34.139,27.9215,0.0313769,98,100010,3457024,0,0,0,0,0,0,0,0,0,0,792,208,3,0,0,26035,10012464,1065688896,13312,73728,1792,47,6653949,12642,12642,3332480,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.25,1,0.25,0.491346,0.975962,0.5,0.480769,0,-0.0366614,2.20408,0.0224906,98,1
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,2,0.8,0.05,33.9634,27.8342,0.0315241,98,100012,3457024,0,0,0,0,0,0,0,0,0,0,805,194,3,0,0,26521,10176810,1084138560,12416,73728,1804,52,6755601,12642,12642,3394688,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.35,1,0.15,0.529167,0.984615,0.5,0.512179,0,0.0313608,2.10204,0.0214494,98,1
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,0,0.8,0.05,27.8383,14.6612,0.200335,98,99986,805838,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,4580,32111,206823703,4662,0,0,0,0,129,129,27531,4580,44,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.3,1,0.9,0.497436,0.991987,0.973077,0.5,0.999177,0,1.02041,0.0104123,30.0408,0.306539
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,1,0.8,0.05,27.9518,14.9492,0.255904,98,100010,805544,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,4655,32354,214959531,4368,0,0,0,0,123,123,27699,4655,48,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.45,1,1,0.69391,0.987179,0.990385,0.5,0.999628,0,1,0.0102041,31.2449,0.318825
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,2,0.8,0.05,27.7733,15.1211,0.211771,98,100012,805250,0,0,0,0,0,0,0,0,0,0,805,194,0,0,0,4725,30692,217228407,4074,0,0,0,0,114,114,25967,4725,37,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.35,1,0.95,0.567949,0.983974,0.975962,0.5,0.999464,0,1.06122,0.0108288,31.2857,0.319242
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,0,0.8,0.1,27.5604,18.6047,0.0256684,98,99986,805838,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,28231,59182,232183879,4662,0,1778,37,0,193,193,30951,28231,6,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.3,1,0.9,0.552244,0.991346,0.971474,0.5,0.978754,0,1.32653,0.013536,18.1837,0.185548
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,1,0.8,0.1,27.6078,19.0318,0.029648,98,100010,805544,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,29322,59527,241135673,4368,0,1792,41,0,184,184,30205,29322,6,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.3,1,1,0.624359,0.975962,0.977564,0.5,0.99433,0,1.12245,0.0114536,21.1429,0.215743
PGM-Learned-Naive,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,naive,mock,2,0.8,0.1,27.5242,18.8759,0.0294006,98,100012,805250,0,0,0,0,0,0,0,0,0,0,805,194,0,0,0,29642,58297,243711507,4074,0,1804,33,0,172,172,28655,29642,6,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.3,1,1,0.544872,0.984615,0.984615,0.5,0.99484,0,1.02041,0.0104123,21.4694,0.219075
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,0,0.8,0.1,493.876,26.5305,9.49635,172,99986,25410688,68091,1376,578552,8.49675,22556800,352256,44032,1409024,9260376,0.380114,778,222,35,25,0,47200,7906304,515358592,14208,12041472,1764,59874,1814468,16384,16384,6041600,0,128,0,1024,16,128,64,922,256,128,256,64,256,35,25,0,3,3,0,24,1,0,0,0,0,172,35,0.257143,1,0.342857,0.567675,0.986966,0.5,0.48926,0,0.0165919,3.06977,0.0178475,172,1
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,1,0.8,0.1,484.943,26.528,8.48093,162,100010,23996416,68048,1296,583962,8.58162,21247488,331776,41472,1327104,9254528,0.403285,792,208,29,21,0,46256,8118272,528747328,13312,10056192,1802,49542,2148165,16384,16384,5920768,0,128,0,1024,16,128,64,922,256,128,256,64,256,29,21,0,3,3,0,20,1,0,0,0,0,162,33,0.212121,1,0.333333,0.524195,0.987785,0.5,0.493775,0,-0.053476,1.90123,0.011736,162,1
LOCI-Full,loci,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,full,mock,2,0.8,0.1,482.143,26.2116,9.20278,160,100012,23711872,67805,1280,579794,8.5509,20983936,327680,40960,1310720,9221480,0.406891,805,194,31,20,0,44691,8259584,537498048,12416,10058368,1816,47755,2491323,16384,16384,5720448,0,128,0,1024,16,128,64,922,256,128,256,64,256,31,20,0,3,3,0,18,2,0,0,0,0,160,32,0.25,1,0.25,0.573242,0.975586,0.503906,0.499268,0.0686285,0.132356,1.6875,0.0105469,158.012,0.987578
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,0,0.8,0.1,34.0094,30.2965,0.0285588,98,99986,3457024,0,0,0,0,0,0,0,0,0,0,778,222,3,0,0,28231,9835476,1090200384,14208,73728,1778,37,6193677,12642,12642,3613568,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.1,1,0.2,0.419872,0.991346,0.5,0.480769,0,-0.156335,2.2449,0.0229071,98,1
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,1,0.8,0.1,34.0905,30.8589,0.0313969,98,100010,3457024,0,0,0,0,0,0,0,0,0,0,792,208,3,0,0,29322,10012464,1119332736,13312,73728,1792,41,6229926,12642,12642,3753216,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.25,1,0.25,0.586538,0.975962,0.5,0.480769,0,-0.0366614,2.22449,0.0226989,98,1
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,globalpad,mock,2,0.8,0.1,33.9229,30.8021,0.0317706,98,100012,3457024,0,0,0,0,0,0,0,0,0,0,805,194,3,0,0,29642,10176810,1135073280,12416,73728,1804,33,6352992,12642,12642,3794176,0,128,0,1152,12642,128,64,0,0,0,0,64,16384,3,0,0,3,3,0,0,0,0,98,98,0,98,20,0.15,1,0.15,0.478205,0.984615,0.5,0.512179,0,0.0313608,1.93878,0.0197834,98,1
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,0,0.8,0.1,27.7925,16.6166,0.200064,98,99986,805838,0,0,0,0,0,0,0,0,0,0,778,222,0,0,0,8365,39296,230874035,4662,0,0,0,0,143,143,30931,8365,44,778,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.35,1,0.9,0.564423,0.991987,0.974679,0.5,0.999273,0,1,0.0102041,29.9388,0.305498
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,1,0.8,0.1,27.9183,16.8509,0.256705,98,100010,805544,0,0,0,0,0,0,0,0,0,0,792,208,0,0,0,8520,38485,238502937,4368,0,0,0,0,131,131,29965,8520,48,792,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.45,1,1,0.696154,0.987179,0.987179,0.5,0.999965,0,1,0.0102041,31.0816,0.31716
FixedCell-Bitmap,fixedcell,100000,1000,1048576,1024,128,1024,16,64,90,25,skew,skew,bitmap,mock,2,0.8,0.1,27.8198,16.7652,0.212286,98,100012,805250,0,0,0,0,0,0,0,0,0,0,805,194,0,0,0,8654,37171,241345425,4074,0,0,0,0,120,120,28517,8654,37,805,0,0,128,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,98,98,0,98,20,0.4,1,1,0.541987,0.983974,0.987179,0.5,0.999726,0,1.02041,0.0104123,30.9388,0.315702
