case,scheme,N,ops,U,B,theta,pad_pool,fanout_class,refresh_period,split_load_percent,merge_load_percent,dist,workload,variant,crypto,seed,query_ratio,selectivity,build_ms,avg_query_ms,avg_update_ms,logical_cells,active,server_bytes,lbc_boundary_count,lbc_prototype_count,lbc_repair_entries,lbc_avg_repair,lbc_desc_bytes,lbc_proto_bytes,lbc_full_bytes,lbc_log_bytes,lbc_raw_bitmap_bytes,lbc_compression_ratio,searches,updates,refreshes,splits,merges,touched_cells,fetched_objects,response_bytes,patch_bytes,refresh_bytes,guide_locates,guide_corrections,token_padding_refs,max_token_refs,max_fanout_class,log_refs,raw_log_length_exposures,max_visible_log_refs_per_cell,ordered_token_exposures,cert_capacity_class,cert_fanout_class,cert_log_class,cert_maintenance_class,cert_split_load_class,cert_merge_load_class,cert_desc_object_class,cert_proto_object_class,cert_patch_object_class,cert_full_object_class,refresh_class_events,split_class_events,merge_class_events,public_refresh_ticks,scheduled_refreshes,forced_log_refreshes,forced_capacity_splits,public_split_events,public_merge_events,cert_candidate_cells,cert_certified_cells,cert_capacity_overflow_splits,eval_cells,eval_top_k,eval_region_precision_at_k,eval_hotspot_precision_at_k,eval_log_profile_precision_at_k,eval_region_auc,eval_hotspot_auc,eval_log_growth_auc,eval_maintenance_auc,eval_log_length_correlation,eval_maintenance_correlation,eval_ambiguity_size,eval_normalized_ambiguity,eval_log_ambiguity_size,eval_normalized_log_ambiguity
LOCI-NoProto,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,noproto,mock,0,0.8,-1,375.86,32.233,12.1553,1198,99986,46638976,68216,68216,0,0,19628032,8731648,76672,9814016,1637184,0.0428018,778,222,45,39,0,76940,10854400,694976384,14208,3761216,1764,326541,926070,32768,32768,9848320,0,128,0,128,16,128,64,116,32,128,128,64,64,45,39,0,3,3,0,38,1,0,0,0,0,1198,240,0.2625,1,0.220833,0.576692,0.891667,0.463735,0.560299,0.0617916,0.229764,54.6761,0.0456395,814.16,0.6796
LOCI-NoProto,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,noproto,mock,1,0.8,-1,377.745,34.3409,14.0037,1214,100010,47028864,68182,68182,0,0,19890176,8727296,77696,9945088,1636368,0.0423488,792,208,48,45,0,82170,11745280,751995904,13312,4193408,1802,342158,1142245,32768,32768,10517760,0,128,0,128,16,128,64,116,32,128,128,64,64,48,45,0,3,3,0,44,1,0,0,0,0,1214,243,0.255144,1,0.320988,0.573392,0.876543,0.535615,0.555513,0.0768055,0.25412,66.1236,0.0544675,795.211,0.655034
LOCI-NoProto,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,noproto,mock,2,0.8,-1,377.318,35.2836,18.4792,1216,100012,47044992,67923,67923,0,0,19922944,8694144,77824,9961472,1630152,0.0421703,805,194,57,54,0,83417,12307456,787981312,12416,5026112,1816,336710,1543492,32768,32768,10677376,0,128,0,128,16,128,64,116,32,128,128,64,64,57,54,0,3,3,0,52,2,0,0,0,0,1216,244,0.22541,1,0.336066,0.538629,0.860656,0.510204,0.553791,0.067665,0.247352,62.4309,0.0513412,791.48,0.650888
LOCI-NoPad,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,nopad,mock,0,0.8,-1,337.925,1.23978,11.8525,1198,99986,7522344,68216,9584,69210,1.01457,3957096,306688,38336,3220224,1637184,0.217643,778,222,45,39,0,76940,89872,2757518,4662,767032,1764,326541,0,163,163,9862,76940,4,0,128,0,128,64,116,32,24,32,21,32,45,39,0,3,3,0,38,1,0,0,0,0,1198,240,0.233333,1,0.854167,0.556093,0.891667,0.784947,0.560299,0.887514,0.229764,52.9048,0.044161,949.117,0.792251
LOCI-NoPad,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,nopad,mock,1,0.8,-1,336.255,1.27341,13.9216,1214,100010,7618008,68182,9712,68934,1.01103,4005144,310784,38848,3263232,1636368,0.214803,792,208,48,45,0,82170,95860,2940165,4368,859384,1802,342158,0,172,172,10585,82170,2,0,128,0,128,64,116,32,24,32,21,32,48,45,0,3,3,0,44,1,0,0,0,0,1214,243,0.213992,1,0.860082,0.549111,0.876543,0.786008,0.555513,0.854685,0.25412,64.5914,0.0532055,964.414,0.79441
LOCI-NoPad,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,nopad,mock,2,0.8,-1,334.509,1.27006,16.9017,1216,100012,7629080,67923,9728,68678,1.01112,4010264,311296,38912,3268608,1630152,0.213676,805,194,57,54,0,83417,96634,2971022,4074,1028184,1816,336710,0,164,164,10046,83417,3,0,128,0,128,64,116,32,24,32,21,32,57,54,0,3,3,0,52,2,0,0,0,0,1216,244,0.204918,1,0.864754,0.52182,0.860656,0.776148,0.553791,0.879326,0.247352,60.6941,0.0499129,972.143,0.79946
LOCI-NoCert,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,nocert,mock,0,0.8,-1,350.154,27.2374,0.404387,782,99986,30959104,68082,6256,106842,1.56931,19504256,803840,50560,6406144,2341656,0.0874901,778,222,3,0,0,51171,10792448,691012736,14208,126144,1764,5,4188312,16384,16384,6549888,0,128,0,0,16,128,64,0,0,0,0,64,0,3,0,0,3,3,0,0,0,0,0,0,0,782,157,0.242038,1,0.184713,0.534135,0.986436,0.53229,0.4976,0.0544083,-0.0303796,24.821,0.0317404,558.611,0.714337
LOCI-NoCert,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,nocert,mock,1,0.8,-1,352.388,27.615,0.395142,782,100010,31035648,68042,6256,108192,1.59008,19579648,804864,50688,6406144,2366872,0.0881801,792,208,3,0,0,53196,11120640,712020864,13312,109760,1802,9,4255239,16384,16384,6809088,0,128,0,0,16,128,64,0,0,0,0,64,0,3,0,0,3,3,0,0,0,0,0,0,0,782,157,0.235669,1,0.184713,0.526487,0.987414,0.56426,0.4976,0.0851485,-0.0113362,33.578,0.0429386,521.629,0.667045
LOCI-NoCert,loci,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,nocert,mock,2,0.8,-1,348.216,27.5678,0.418245,782,100012,30797120,67790,6256,102354,1.50987,19343360,802816,50496,6406144,2282552,0.0858011,805,194,3,0,0,54137,11336704,725854400,12416,76992,1816,10,4349851,16384,16384,6929536,0,128,0,0,16,128,64,0,0,0,0,64,0,3,0,0,3,3,0,0,0,0,0,0,0,782,157,0.210191,1,0.216561,0.512754,0.988504,0.565845,0.501585,0.0764601,0.0105173,31.0588,0.0397172,525.12,0.671509
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,globalpad,mock,0,0.8,-1,88.2575,137.317,0.0228611,782,99986,17997824,0,0,0,0,0,0,0,0,0,0,778,222,3,0,0,51143,78483084,5229125952,14208,36864,1778,344,71885637,100878,100878,6546304,0,128,0,256,100878,128,64,0,0,0,0,64,4096,3,0,0,3,3,0,0,0,0,782,782,0,782,157,0.184713,1,0.191083,0.431353,0.987771,0.538675,0.4976,0.058205,-0.0300389,46.2455,0.0591375,554.706,0.709343
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,globalpad,mock,1,0.8,-1,87.8445,137.305,0.0257481,782,100010,17997824,0,0,0,0,0,0,0,0,0,0,792,208,3,0,0,53187,79895376,5327754048,13312,36864,1792,333,73034253,100878,100878,6807936,0,128,0,256,100878,128,64,0,0,0,0,64,4096,3,0,0,3,3,0,0,0,0,782,782,0,782,157,0.254777,1,0.184713,0.528382,0.986548,0.56346,0.4976,0.0837994,-0.0113362,52.1765,0.0667218,522.788,0.668527
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,128,128,1024,16,64,90,25,skew,hotspot,globalpad,mock,2,0.8,-1,87.2381,137.264,0.0259421,782,100012,17997824,0,0,0,0,0,0,0,0,0,0,805,194,3,0,0,54156,81206790,5415591552,12416,36864,1804,345,74220666,100878,100878,6931968,0,128,0,256,100878,128,64,0,0,0,0,64,4096,3,0,0,3,3,0,0,0,0,782,782,0,782,157,0.242038,1,0.22293,0.529529,0.989299,0.577799,0.501585,0.107283,0.0104646,48.9284,0.0625683,525.12,0.671509
LOCI-Full,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,full,mock,0,0.8,-1,392.667,36.9302,10.4555,611,99986,39085248,68140,4888,142610,2.0929,20021248,625664,39104,10010624,2725600,0.0887915,778,222,43,35,0,40320,13070336,836796416,14208,5677120,1764,168663,2705020,32768,32768,10321920,0,256,0,256,16,256,64,231,64,128,128,64,64,43,35,0,3,3,0,34,1,0,0,0,0,611,123,0.170732,1,0.260163,0.448862,0.970678,0.564782,0.568623,0.105594,0.192706,16.8822,0.0276304,446.437,0.730666
LOCI-Full,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,full,mock,1,0.8,-1,398.2,44.5121,14.0186,626,100010,39838848,68108,5008,140974,2.06986,20512768,641024,40064,10256384,2724320,0.0866232,792,208,51,46,0,42792,16334848,1045730560,13312,7184320,1802,169007,5334171,32768,32768,10954752,0,256,0,256,16,256,64,231,64,128,128,64,64,51,46,0,3,3,0,44,2,0,0,0,0,626,126,0.15873,1,0.253968,0.43027,0.973571,0.59419,0.574,0.116972,0.206611,23.655,0.0377875,427.125,0.682308
LOCI-Full,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,full,mock,2,0.8,-1,398.047,37.844,15.4879,623,100012,39688128,67854,4984,140792,2.07493,20414464,637952,39872,10207232,2714160,0.0867157,805,194,49,43,0,41956,13860864,887399424,12416,6782400,1816,167336,3074997,32768,32768,10740736,0,256,0,256,16,256,64,231,64,128,128,64,64,49,43,0,3,3,0,41,2,0,0,0,0,623,125,0.136,1,0.272,0.42955,0.975325,0.602506,0.611799,0.114411,0.260964,24.3226,0.0390411,414.936,0.666029
LOCI-NoProto,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,noproto,mock,0,0.8,-1,377.657,38.1843,11.0745,611,99986,47181504,68140,68140,0,0,20021248,8721920,39104,10010624,2725600,0.0702603,778,222,43,35,0,40320,13070336,836796416,14208,6819008,1764,168663,2705020,32768,32768,10321920,0,256,0,256,16,256,64,231,64,128,128,64,64,43,35,0,3,3,0,34,1,0,0,0,0,611,123,0.170732,1,0.260163,0.448862,0.970678,0.564782,0.568623,0.105594,0.192706,16.8822,0.0276304,446.437,0.730666
LOCI-NoProto,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,noproto,mock,1,0.8,-1,379.229,46.0225,14.0935,626,100010,47915648,68108,68108,0,0,20512768,8717824,40064,10256384,2724320,0.0689229,792,208,51,46,0,42792,16334848,1045730560,13312,8764096,1802,169007,5334171,32768,32768,10954752,0,256,0,256,16,256,64,231,64,128,128,64,64,51,46,0,3,3,0,44,2,0,0,0,0,626,126,0.15873,1,0.253968,0.43027,0.973571,0.59419,0.574,0.116972,0.206611,23.655,0.0377875,427.125,0.682308
LOCI-NoProto,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,noproto,mock,2,0.8,-1,379.783,39.1825,14.2958,623,100012,47735488,67854,67854,0,0,20414464,8685312,39872,10207232,2714160,0.0689803,805,194,49,43,0,41956,13860864,887399424,12416,8304704,1816,167336,3074997,32768,32768,10740736,0,256,0,256,16,256,64,231,64,128,128,64,64,49,43,0,3,3,0,41,2,0,0,0,0,623,125,0.136,1,0.272,0.42955,0.975325,0.602506,0.611799,0.114411,0.260964,24.3226,0.0390411,414.936,0.666029
LOCI-NoPad,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,nopad,mock,0,0.8,-1,366.034,1.14578,10.4667,611,99986,7873112,68140,4888,142610,2.0929,4324424,234624,29328,3284736,2725600,0.346191,778,222,43,35,0,40320,53248,2251812,4662,1425040,1764,168663,0,107,107,9852,40320,4,0,256,0,256,64,231,64,24,48,21,48,43,35,0,3,3,0,34,1,0,0,0,0,611,123,0.138211,1,0.861789,0.417733,0.970678,0.916567,0.568623,0.891926,0.192706,15.18,0.0248446,394.385,0.645474
LOCI-NoPad,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,nopad,mock,1,0.8,-1,365.198,1.17811,15.5166,626,100010,8045848,68108,5008,140974,2.06986,4410040,240384,30048,3365376,2724320,0.338599,792,208,51,46,0,42792,56216,2380823,4368,1812016,1802,169007,0,114,114,10291,42792,4,0,256,0,256,64,231,64,24,48,21,48,51,46,0,3,3,0,44,2,0,0,0,0,626,126,0.111111,1,0.880952,0.38804,0.973571,0.92881,0.574,0.884203,0.206611,22.3323,0.0356746,415.709,0.664072
LOCI-NoPad,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,nopad,mock,2,0.8,-1,364.673,1.16595,15.3813,623,100012,8009264,67854,4984,140792,2.07493,4390880,239232,29904,3349248,2714160,0.338878,805,194,49,43,0,41956,55154,2337851,4074,1712640,1816,167336,0,101,101,10023,41956,3,0,256,0,256,64,231,64,24,48,21,48,49,43,0,3,3,0,41,2,0,0,0,0,623,125,0.128,1,0.928,0.396755,0.975325,0.955647,0.611799,0.885895,0.260964,22.5698,0.0362276,414.766,0.665755
LOCI-NoCert,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,nocert,mock,0,0.8,-1,383.481,27.4931,0.3807,391,99986,30174400,68082,3128,213036,3.12911,19131904,404480,37568,6406144,3930896,0.151304,778,222,3,0,0,25972,10844160,695101056,14208,216384,1764,4,4166278,16384,16384,6648832,0,256,0,0,16,256,64,0,0,0,0,64,0,3,0,0,3,3,0,0,0,0,0,0,0,391,79,0.240506,1,0.316456,0.512841,0.950321,0.516594,0.495192,0.0634084,-0.0603086,6.74425,0.0172487,311.358,0.796312
LOCI-NoCert,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,nocert,mock,1,0.8,-1,390.699,27.8036,0.562528,391,100010,30713920,68041,3128,218374,3.20945,19670400,404480,38592,6406144,4046192,0.152574,792,208,4,0,0,27000,11173888,716309376,13312,299456,1802,6,4231746,16384,16384,6912000,0,256,0,0,16,256,64,0,0,0,0,64,0,4,0,0,3,3,0,0,0,0,0,0,0,391,79,0.278481,1,0.316456,0.547002,0.944458,0.564508,0.501521,0.133472,0.0453248,10.4118,0.0266286,282.611,0.722791
LOCI-NoCert,loci,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,nocert,mock,2,0.8,-1,386.529,27.8667,0.431338,391,100012,30398976,67789,3128,216404,3.19232,19356032,404480,38016,6406144,4007432,0.152928,805,194,3,0,0,27482,11385344,729746112,12416,183552,1816,9,4319289,16384,16384,7035392,0,256,0,0,16,256,64,0,0,0,0,64,0,3,0,0,3,3,0,0,0,0,0,0,0,391,79,0.202532,1,0.35443,0.488194,0.946446,0.551769,0.503124,0.0892918,0.000597599,9.77238,0.0249933,286.662,0.733152
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,globalpad,mock,0,0.8,-1,87.6148,135.539,0.0269985,391,99986,17997824,0,0,0,0,0,0,0,0,0,0,778,222,3,0,0,25959,78178886,5214443456,14208,73728,1778,188,71507423,100487,100487,6645504,0,256,0,512,100487,256,64,0,0,0,0,64,8192,3,0,0,3,3,0,0,0,0,391,391,0,391,79,0.316456,1,0.303797,0.646543,0.953749,0.503935,0.495192,0.0621364,-0.0590019,15.711,0.0401816,308.299,0.788489
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,globalpad,mock,1,0.8,-1,87.5616,135.739,0.0296053,391,100010,17997824,0,0,0,0,0,0,0,0,0,0,792,208,3,0,0,26972,79585704,5312713472,13312,73728,1792,157,72653900,100487,100487,6904832,0,256,0,512,100487,256,64,0,0,0,0,64,8192,3,0,0,3,3,0,0,0,0,391,391,0,391,79,0.392405,1,0.303797,0.745476,0.939143,0.556577,0.495192,0.132722,-0.0218745,17.2967,0.044237,282.611,0.722791
PGM-Learned-GlobalPad,pgm,100000,1000,1048576,256,256,1024,16,64,90,25,skew,hotspot,globalpad,mock,2,0.8,-1,87.3316,136.518,0.031283,391,100012,17997824,0,0,0,0,0,0,0,0,0,0,805,194,3,0,0,27491,80892035,5400537088,12416,73728,1804,164,73826848,100487,100487,7037696,0,256,0,512,100487,256,64,0,0,0,0,64,8192,3,0,0,3,3,0,0,0,0,391,391,0,391,79,0.392405,1,0.392405,0.72091,0.935187,0.554893,0.511056,0.129491,0.0204701,16.1611,0.0413328,290.806,0.743748
