paper_fig,benchmark_group,profile,dataset,workload,scheme,variant,N,ops,query_ratio,update_ratio,budget,selectivity,metric_name,metric_unit,metric_source,evaluator,auc_mode,is_paper_metric,mean,std,min,max,sample_count,seeds,source_csv,source_row_id,source_archive_or_run_id,config_file,config_hash,notes
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,forced_rollover_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,patch_update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.09446943333333334,0.0009394333623106107,0.0933447,0.0956442,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,response_bytes,bytes,bench_wide.csv,benchmark,not_auc,true,2098399.1620515124,38873.60760337887,2045900.7055837563,2138778.8574938574,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,response_mib,MiB,derived,derived_summary,not_auc,true,2.001189386416924,0.03707276115739715,1.9511229568326534,2.039698464864595,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,scheduled_refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,search_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,90.75656666666667,1.344089591094619,88.984,92.2373,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,server_storage_bytes,bytes,bench_wide.csv,benchmark,not_auc,true,3555499.0,6542.823396669056,3546825.0,3562626.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,server_storage_mib,MiB,derived,derived_summary,not_auc,true,3.3907880783081055,0.006239722630185181,3.3825159072875977,3.397584915161133,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FBDSSE-RQ-TreeCover,skew,FBDSSE-RQ-TreeCover,treecover,25000,500,0.8,,,-1,update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.09446943333333334,0.0009394333623106107,0.0933447,0.0956442,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row63;row64;row65,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,forced_rollover_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,patch_update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.06350496666666666,0.0057130080560847205,0.0557091,0.0692403,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,response_bytes,bytes,bench_wide.csv,benchmark,not_auc,true,31089.23539524052,544.9903451893266,30375.47557840617,31697.972222222223,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,response_mib,MiB,derived,derived_summary,not_auc,true,0.029649005313148995,0.0005197432948964373,0.028968310907751246,0.03022954199049208,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,scheduled_refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,search_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.968426,0.012430222631420023,0.950944,0.978764,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,server_storage_bytes,bytes,bench_wide.csv,benchmark,not_auc,true,84495.0,231.52969571957718,84215.0,84782.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,server_storage_mib,MiB,derived,derived_summary,not_auc,true,0.0805807113647461,0.00022080392429311483,0.08031368255615234,0.08085441589355469,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,10000,1000,0.8,,,-1,update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.06350496666666666,0.0057130080560847205,0.0557091,0.0692403,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row10;row11;row9,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,forced_rollover_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,patch_update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.22179000000000001,0.024157441751973662,0.199456,0.255346,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,response_bytes,bytes,bench_wide.csv,benchmark,not_auc,true,200503.62024219183,1586.152637718889,198425.06041131105,202273.3192546584,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,response_mib,MiB,derived,derived_summary,not_auc,true,0.19121515297145064,0.0015126730324925319,0.18923288384562592,0.1929028694674095,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,scheduled_refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,search_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,10.179,0.12404163279587489,10.0167,10.3178,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,server_storage_bytes,bytes,bench_wide.csv,benchmark,not_auc,true,805544.0,240.04999479275145,805250.0,805838.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,server_storage_mib,MiB,derived,derived_summary,not_auc,true,0.7682266235351562,0.0002289295146873011,0.7679462432861328,0.7685070037841797,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,-1,update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.22179000000000001,0.024157441751973662,0.199456,0.255346,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row45;row46;row47,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,forced_rollover_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,patch_update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.22059566666666666,0.02383057063708062,0.197975,0.253541,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,response_bytes,bytes,bench_wide.csv,benchmark,not_auc,true,90485.56364471676,835.2430714812701,89378.04755784062,91394.9936868687,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,response_mib,MiB,derived,derived_summary,not_auc,true,0.08629375805350949,0.0007965498652279569,0.08523754840644895,0.08716105812727803,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,scheduled_refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,search_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,3.6787266666666665,0.033210964387616886,3.63461,3.71474,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,server_storage_bytes,bytes,bench_wide.csv,benchmark,not_auc,true,805544.0,240.04999479275145,805250.0,805838.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,server_storage_mib,MiB,derived,derived_summary,not_auc,true,0.7682266235351562,0.0002289295146873011,0.7679462432861328,0.7685070037841797,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.001,update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.22059566666666666,0.02383057063708062,0.197975,0.253541,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row75;row76;row77,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.01,forced_rollover_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row87;row88;row89,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.01,patch_update_latency_ms,ms,bench_wide.csv,benchmark,not_auc,true,0.22145566666666663,0.02408986462302259,0.198752,0.254805,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row87;row88;row89,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
fig9_scale_select,fig3_scalability_selectivity,paper_full,FixedCell-Bitmap,skew,FixedCell-Bitmap,bitmap,100000,1000,0.8,,,0.01,refresh_count,count,bench_wide.csv,benchmark,not_auc,true,0.0,0.0,0.0,0.0,3,"0,1,2",artifact_results_sp/raw/paper_full/fig9_scale_select/bench_wide.csv,row87;row88;row89,eval_full_sp,artifact_results_sp/configs/eval_full_sp.yaml,3df982f4955839fae82b15c7031cdc835ded16a77ca23570645762f092391751,
